  0.5000000      0.9806316      0.9272063     -0.6572483    
  0.5500000      0.9753284      0.9170563     -0.6704701    
  0.6000000      0.9687313      0.9065139     -0.6792296    
  0.6500000      0.9628966      0.8974032     -0.6825229    
  0.7000000      0.9559076      0.8881066     -0.6846008    
  0.7500000      0.9542115      0.8829995     -0.6821504    
  0.8000000      0.9523024      0.8780081     -0.6794139    
  0.8500000      0.9518729      0.8742837     -0.6771873    
  0.9000000      0.9509460      0.8704252     -0.6743647    
  0.9500000      0.9485576      0.8656340     -0.6724035    
   1.000000      0.9460184      0.8607664     -0.6692901    
   1.050000      0.9426247      0.8552299     -0.6656452    
   1.100000      0.9393242      0.8495991     -0.6613536    
   1.150000      0.9362791      0.8439019     -0.6562736    
   1.200000      0.9335540      0.8380854     -0.6509368    
   1.250000      0.9312909      0.8321683     -0.6454676    
   1.300000      0.9295372      0.8261850     -0.6400433    
   1.350000      0.9283734      0.8201989     -0.6346979    
   1.400000      0.9277949      0.8142539     -0.6295924    
   1.450000      0.9277850      0.8084177     -0.6246889    
   1.500000      0.9283024      0.8027551     -0.6200566    
   1.550000      0.9292856      0.7973204     -0.6156245    
   1.600000      0.9306694      0.7921632     -0.6114442    
   1.650000      0.9323905      0.7873243     -0.6073940    
   1.700000      0.9343833      0.7828038     -0.6036093    
   1.750000      0.9365796      0.7786199     -0.5999487    
   1.800000      0.9389151      0.7747537     -0.5965127    
   1.850000      0.9413515      0.7712135     -0.5931486    
   1.900000      0.9438500      0.7679448     -0.5900715    
   1.950000      0.9463208      0.7649360     -0.5870261    
   2.000000      0.9488213      0.7621350     -0.5843921    
   2.050000      0.9512718      0.7595755     -0.5816649    
   2.100000      0.9537272      0.7571616     -0.5794448    
   2.150000      0.9561943      0.7549075     -0.5775376    
   2.200000      0.9585776      0.7527748     -0.5759090    
   2.250000      0.9609214      0.7507760     -0.5744416    
   2.300000      0.9632018      0.7488448     -0.5734552    
   2.350000      0.9654684      0.7470080     -0.5728669    
   2.400000      0.9676160      0.7452312     -0.5725186    
   2.450000      0.9697999      0.7435832     -0.5724446    
   2.500000      0.9718922      0.7419584     -0.5729325    
   2.550000      0.9740735      0.7406820     -0.5727188    
   2.600000      0.9762562      0.7393622     -0.5741525    
   2.650000      0.9804341      0.7395288     -0.5748742    
   2.700000      0.9841515      0.7395752     -0.5780147    
   2.750000      0.9878440      0.7392632     -0.5864987    
   2.800000      0.9910465      0.7388339     -0.5998029    
   2.850000      0.9920130      0.7359942     -0.6127878    
   2.900000      0.9929314      0.7331467     -0.6267205    
   2.950000      0.9930059      0.7299045     -0.6354687    
   3.000000      0.9931307      0.7266996     -0.6438972    
   3.050000      0.9932045      0.7236349     -0.6510639    
   3.100000      0.9933692      0.7208167     -0.6582540    
   3.150000      0.9935594      0.7181066     -0.6653292    
   3.200000      0.9938114      0.7155861     -0.6725306    
   3.250000      0.9941116      0.7132111     -0.6797714    
   3.300000      0.9944097      0.7109195     -0.6869466    
   3.350000      0.9948748      0.7089468     -0.6957363    
   3.400000      0.9954256      0.7070481     -0.7060672    
   3.450000      0.9954637      0.7044818     -0.7095025    
   3.500000      0.9956725      0.7023951     -0.7149084    
   3.550000      0.9957907      0.7002097     -0.7192983    
   3.600000      0.9960549      0.6983784     -0.7252742    
   3.650000      0.9963146      0.6966345     -0.7308515    
   3.700000      0.9965782      0.6949146     -0.7369655    
   3.750000      0.9968493      0.6932341     -0.7435738    
   3.800000      0.9970779      0.6916780     -0.7486894    
   3.850000      0.9973300      0.6901182     -0.7552748    
   3.900000      0.9975747      0.6886127     -0.7619750    
   3.950000      0.9977874      0.6871907     -0.7676135    
   4.000000      0.9979942      0.6857626     -0.7738017    
   4.050000      0.9981890      0.6843247     -0.7802340    
   4.100000      0.9983419      0.6829329     -0.7849553    
   4.150000      0.9984961      0.6814942     -0.7907367    
   4.200000      0.9986278      0.6800792     -0.7957603    
   4.250000      0.9987481      0.6786715     -0.8006121    
   4.300000      0.9988598      0.6772582     -0.8055901    
   4.350000      0.9989502      0.6758856     -0.8092939    
   4.400000      0.9990449      0.6744909     -0.8141173    
   4.450000      0.9991363      0.6730779     -0.8192758    
   4.500000      0.9992054      0.6717364     -0.8226055    
   4.550000      0.9992841      0.6703379     -0.8277448    
   4.600000      0.9993496      0.6689790     -0.8318988    
   4.650000      0.9994088      0.6676235     -0.8358607    
   4.700000      0.9994624      0.6662699     -0.8396312    
   4.750000      0.9995170      0.6648892     -0.8442311    
   4.800000      0.9995958      0.6633433     -0.8540298    
   4.850000      0.9996364      0.6619865     -0.8579851    
   4.900000      0.9996747      0.6606377     -0.8620545    
   4.950000      0.9997101      0.6592868     -0.8661881    
   5.000000      0.9997420      0.6579290     -0.8701414    
