  0.5000000      0.9383794      0.8100907     -0.6199905    
  0.5500000      0.9369324      0.7907606     -0.6150236    
  0.6000000      0.9381939      0.7742561     -0.6119871    
  0.6500000      0.9426793      0.7619333     -0.6055920    
  0.7000000      0.9477370      0.7521105     -0.6008306    
  0.7500000      0.9552706      0.7456136     -0.5943785    
  0.8000000      0.9621304      0.7398576     -0.5907649    
  0.8500000      0.9687715      0.7345145     -0.5910622    
  0.9000000      0.9746655      0.7291433     -0.5956396    
  0.9500000      0.9793615      0.7232696     -0.6050242    
   1.000000      0.9835470      0.7172773     -0.6192630    
   1.050000      0.9869437      0.7110952     -0.6370211    
   1.100000      0.9898340      0.7048887     -0.6580977    
   1.150000      0.9921967      0.6988164     -0.6806554    
   1.200000      0.9940417      0.6928712     -0.7031633    
   1.250000      0.9954643      0.6870760     -0.7249066    
   1.300000      0.9965045      0.6814806     -0.7437345    
   1.350000      0.9972942      0.6760186     -0.7608313    
   1.400000      0.9978894      0.6706638     -0.7759990    
   1.450000      0.9983547      0.6653646     -0.7902703    
   1.500000      0.9987069      0.6601409     -0.8027158    
   1.550000      0.9989861      0.6549417     -0.8145704    
   1.600000      0.9992211      0.6496970     -0.8273674    
   1.650000      0.9993916      0.6445357     -0.8376928    
   1.700000      0.9995258      0.6393639     -0.8472615    
   1.750000      0.9996664      0.6339720     -0.8634556    
   1.800000      0.9997477      0.6287380     -0.8730425    
   1.850000      0.9999990      0.6186059     -0.1000000    
   1.900000      0.9999990      0.6133764     -0.1000000    
   1.950000      0.9999990      0.6097016     -0.1000000    
   2.000000      0.9999990      0.6044809     -0.1000000    
   2.050000      0.9999990      0.5990533     -0.1000000    
   2.100000      0.9999990      0.5945280     -0.1000000    
   2.150000      0.9999990      0.5890800     -0.1000000    
   2.200000      0.9999990      0.5825831     -0.1000000    
   2.250000      0.9999990      0.5769678     -0.1000000    
   2.300000      0.9999990      0.5714169     -0.1000000    
   2.350000      0.9999990      0.5653303     -0.1000000    
   2.400000      0.9999990      0.5585117     -0.1000000    
   2.450000      0.9999990      0.5517941     -0.1000000    
   2.500000      0.9999990      0.5451267     -0.1000000    
   2.550000      0.9999990      0.5376098     -0.1000000    
   2.600000      0.9999990      0.5310298     -0.1000000    
   2.650000      0.9999990      0.5240051     -0.1000000    
   2.700000      0.9999990      0.5185407     -0.1000000    
   2.750000      0.9999990      0.5112759     -0.1000000    
   2.800000      0.9999990      0.5055680     -0.1000000    
   2.850000      0.9999990      0.4974140     -0.1000000    
   2.900000      0.9999990      0.4896680     -0.1000000    
   2.950000      0.9997133      0.4861761     -0.8437052    
   3.000000      0.9995316      0.4794877     -0.8205875    
   3.050000      0.9992462      0.4730766     -0.7942696    
   3.100000      0.9988495      0.4669201     -0.7680573    
   3.150000      0.9983772      0.4609023     -0.7464633    
   3.200000      0.9977989      0.4550804     -0.7264612    
   3.250000      0.9970698      0.4495080     -0.7058127    
   3.300000      0.9961947      0.4441302     -0.6861811    
   3.350000      0.9951956      0.4389196     -0.6680811    
   3.400000      0.9940538      0.4339277     -0.6505154    
   3.450000      0.9927025      0.4291447     -0.6331409    
   3.500000      0.9911999      0.4244658     -0.6173080    
   3.550000      0.9893838      0.4200363     -0.6001673    
   3.600000      0.9874930      0.4156929     -0.5856314    
   3.650000      0.9852924      0.4115909     -0.5701222    
   3.700000      0.9829400      0.4076080     -0.5559598    
   3.750000      0.9804600      0.4037443     -0.5432629    
   3.800000      0.9776701      0.4000842     -0.5300437    
   3.850000      0.9748050      0.3965049     -0.5185074    
   3.900000      0.9717090      0.3930871     -0.5071535    
   3.950000      0.9683973      0.3898151     -0.4960876    
   4.000000      0.9649417      0.3866615     -0.4858152    
   4.050000      0.9614048      0.3835992     -0.4765042    
   4.100000      0.9576870      0.3806696     -0.4675320    
   4.150000      0.9537505      0.3778810     -0.4586717    
   4.200000      0.9496759      0.3752017     -0.4502864    
   4.250000      0.9454980      0.3726167     -0.4424594    
   4.300000      0.9412005      0.3701347     -0.4350509    
   4.350000      0.9368674      0.3677237     -0.4283003    
   4.400000      0.9324172      0.3654136     -0.4218333    
   4.450000      0.9278871      0.3631926     -0.4157554    
   4.500000      0.9232112      0.3610794     -0.4097458    
   4.550000      0.9184620      0.3590491     -0.4040634    
   4.600000      0.9136510      0.3570991     -0.3986766    
   4.650000      0.9087582      0.3552372     -0.3935111    
   4.700000      0.9038798      0.3534274     -0.3887538    
   4.750000      0.8989279      0.3517021     -0.3841566    
   4.800000      0.8939743      0.3500352     -0.3798617    
   4.850000      0.8890117      0.3484282     -0.3758034    
   4.900000      0.8840892      0.3468685     -0.3720715    
   4.950000      0.8790612      0.3453993     -0.3683376    
   5.000000      0.8740695      0.3439787     -0.3648410    
